,total_price,avg_product_price,total_freight_cost,num_items_ordered,total_payment_value,payment_installments,avg_review_score,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_lat,customer_lng,seller_lat,seller_lng,total_order_value,order_purchase_year,order_purchase_month,order_purchase_week,order_purchase_day,order_purchase_quarter,order_purchase_weekday,order_purchase_hour,product_volume_cm3,product_density_g_cm3,total_weight_g,total_volume_cm3,spatial_dist,delivery_time,delivery_delay,customer_lifetime_value,number_of_orders,revenue_per_customer,revenue_per_seller,product_popularity,monthly_revenue,weekly_revenue
spatial_dist,0.07840928979921259,0.08283850015751787,0.31334336516367106,-0.017037874912049503,0.10573194324272454,0.08966328198620811,-0.05768504245681461,0.01871480332458627,0.043719874658593734,0.010747316314841066,-0.007458664813095869,-0.0027757186378860855,0.0003980820516750501,-0.019178370082182785,0.7021627385042416,0.22773486653354724,0.11607656554428318,-0.02784696551654186,0.10568838703198487,-0.036516247705934556,-0.002591858550438631,-0.003965476190837576,-0.012364915669660508,-0.0007781483801322529,0.009141741016141696,-0.0017229125917887264,-0.010901597415951621,0.0011681268794200748,-0.009713784454020023,-0.012985795637803482,1.0,0.3887546950680951,-0.07513742159025205,0.10063212086509607,-0.013075131767087285,0.10592324084809113,0.0032667002731305438,0.03465316686099553,-0.03421153452582559,-0.018776734093066693
delivery_time,0.05368041463762305,0.0584493218181145,0.16403787406132542,-0.018683315765533056,0.06742621948075532,0.0513652389391998,-0.3026646714514407,-0.0017006688076972737,0.003178300840640122,-0.026847033892914037,0.07918766423124958,0.06350449064326709,0.05842178371945309,0.04022008265224669,0.25376771345509685,0.11058157540635997,0.05229798492283917,-0.042526919336625495,0.06739851983268624,-0.050173338437738954,-0.05388343944892379,-0.05388572202323809,-0.00048557548659897257,-0.066911651214633,0.028832641179927784,0.0015021987721824358,0.07012420679557237,0.014599148526446797,0.07003928789736279,0.06038818553819915,0.3887546950680951,1.0,0.6071887533712521,0.06362553429923191,-0.0103393740146174,0.06760604499082161,0.05757186855576178,0.04014094295974638,0.01499211849380535,0.039908658129900916
delivery_delay,-0.013656930263783172,-0.007098492174839645,-0.04887204319473213,-0.0316506678740993,-0.017890082279870698,-0.03090519298493068,-0.24642215380242088,0.012368414308128768,0.0019967037387216375,0.0030415646089119496,0.011170078293622387,0.009134463217865542,-0.0023673584487145017,-2.818967266633386e-05,-0.01170675452042676,0.04982613947347956,0.017064170112568437,0.022321813180303914,-0.017848052303483707,0.06784875369337333,0.02784140751050599,0.030969275926786218,0.02457865682296398,0.021803709254458518,-0.031163832008445424,0.022389088638927104,0.010495151726356832,0.008188980186619458,0.0029266193109017766,0.0018429978593650818,-0.07513742159025205,0.6071887533712521,1.0,-0.020895898509886594,-0.01631414884806351,-0.01750823992584002,0.03142404636569369,0.02441670046079826,0.161313984361464,0.19361126922232025
customer_lifetime_value,0.9479269471308566,0.87310101109667,0.4746299098601669,0.19588099273143342,0.952308949583674,0.31337952259485646,-0.0407573507886805,0.011982841244638377,0.1738558306499646,0.027665807521671366,0.3466598890081971,0.15800151830524375,0.2365540441120749,0.1777514690523252,0.0640456542217466,0.01987208362817764,0.020479972370299148,0.03458605637450923,0.9523114509688756,-0.00559085167501903,0.0028758304215913116,0.002078075527779358,-0.008572415731558352,0.0034454995288509295,-0.00342074791687255,0.0005442715101563014,0.31211167047212557,0.0417114679746005,0.3755498246866852,0.34319668603801623,0.10063212086509607,0.06362553429923191,-0.020895898509886594,1.0,0.18873086429622474,0.9577503493904973,0.08710645001699205,-0.0616343327497865,-0.006943245838802483,-0.0017065266366769537
number_of_orders,-0.015252963063279465,-0.02244897354708471,-0.00013245163758026472,0.03131035621898171,-0.014548915292426195,0.027258219136209662,0.017863269845046662,-0.0019155478666173632,-0.019650722788752385,-0.016538879758469297,-0.010581912913767666,0.0007106706437305609,-0.017325702172760214,0.0022452993228912694,-0.010977084487602417,-0.0002883655727937206,-0.005160007576001555,-0.013541778328571345,-0.014586507930316017,-0.028848502458928508,0.0006462400609983554,0.0006722864729508224,0.000696188054921864,0.0006197870374338979,-0.000107635172021829,-0.009466225560234473,-0.009916802200457141,-0.0006900173427191008,-0.00534897983689187,-0.002557077168346418,-0.013075131767087285,-0.0103393740146174,-0.01631414884806351,0.18873086429622474,1.0,-0.014669815271500165,-0.006497402650835476,-0.017527601767759134,-0.028718908644071783,-0.0265688791559518
revenue_per_customer,0.9905234973163569,0.9168406764933524,0.4879763485612652,0.1842237705758346,0.994304096304912,0.31696245950875795,-0.04566508553947358,0.01190349478844889,0.1845841829746497,0.033157345382694846,0.3626908087451618,0.16313365979653444,0.24949432411220926,0.18411679763533945,0.07011286584315249,0.020156402220838074,0.020174674016162904,0.03773823112032186,0.9943211731271258,8.517752851547816e-06,0.0023976873364089583,0.001639526304070213,-0.00804859637896364,0.0030565714910690033,-0.0029040774285330863,0.00442574858806782,0.3272168350471846,0.04422364115886147,0.3893084945207755,0.35441845762475915,0.10592324084809113,0.06760604499082161,-0.01750823992584002,0.9577503493904973,-0.014669815271500165,1.0,0.08860273601820506,-0.0605013682132381,-0.0018058960733654925,0.0021998864783154665
revenue_per_seller,0.09155488638328355,0.09395489586896952,0.01846740000658513,-0.00026214167771415224,0.08927663691472768,0.10658219246683302,-0.016126272473760767,0.10293398641151082,-0.07282737023672145,-0.041641579616950315,0.06878993571376939,0.04317192375731278,0.054787059921752077,0.06986366515790772,0.025298569951475787,0.025349826640660357,0.08860781288482376,0.06186522781806917,0.08929005210405407,-0.04781348193715335,0.030426470512323313,0.03034833169297153,0.0028205629077644773,0.02905385839354602,0.008358941009401063,0.013078850606764104,0.06948438540420901,0.020387465646566776,0.07511806868211152,0.07908521648170386,0.0032667002731305438,0.05757186855576178,0.03142404636569369,0.08710645001699205,-0.006497402650835476,0.08860273601820506,1.0,0.3997050660872875,0.001936144393538277,0.005943445158243142
product_popularity,-0.06015744961280127,-0.06332102239263064,-0.032004225835424144,-0.002497973133291011,-0.06063472031558654,-0.01760240498767652,0.0019737543238981855,0.04706275295873097,-0.023110559975588172,0.011058735289514869,-0.023880018571799774,0.0008340780070928072,-0.04642459295574263,0.042368814066364016,0.014452610013525758,0.019463716878305195,0.14570823177669026,0.016350795709841052,-0.060620640222260935,0.012087146381215693,-0.00557061929440623,-0.004740421307537114,0.006594575408897955,-0.006422366605180408,-0.0028448037717535685,-0.000312221728253294,-0.04126200213990654,0.0025281345303483156,-0.020725396416543692,-0.029563325097267886,0.03465316686099553,0.04014094295974638,0.02441670046079826,-0.0616343327497865,-0.017527601767759134,-0.0605013682132381,0.3997050660872875,1.0,0.05404144474940303,0.04477002740780694
monthly_revenue,-0.004109238567761768,-0.006663303620987224,0.023436272229231926,0.0072825687696615815,-0.0016626363456191332,-0.04449973794951955,-0.02462618208225383,0.03023312314457279,0.01845515283456582,0.002774385243191336,-0.023682420836537304,-0.042924926857970155,-0.021519960832264387,-0.05619178741220533,-0.0188856200977685,0.0005509634740781443,0.024049609877107293,0.0070133501778612516,-0.0016246242326610368,0.7169086733557353,-0.04398944221083151,-0.039259239537360685,0.012013737010814601,-0.029284787374655057,0.002554049846260207,-0.006994648642686728,-0.04496483361083227,0.0028188205835633262,-0.018614677488232853,-0.035279300792090976,-0.03421153452582559,0.01499211849380535,0.161313984361464,-0.006943245838802483,-0.028718908644071783,-0.0018058960733654925,0.001936144393538277,0.05404144474940303,1.0,0.784621750138351
weekly_revenue,0.0002292632941382828,-0.0017739791231097556,0.021484628171335497,0.009195132354700545,0.002289979643791349,-0.021916230394818492,-0.043366668426690985,0.02151406962251554,0.012863559131275806,0.0015912446635619238,-0.023657596436271564,-0.0361120215919955,-0.018217245842797058,-0.042928298414069685,-0.0130486818975259,0.0037140016676343707,0.02505856222847721,0.0036693824984215663,0.0023289520296943247,0.5084690801367352,0.06698784416316596,0.07085567747720778,0.017554610238778533,0.07442937967520015,0.03592768931486628,-0.00763744098560361,-0.03799594651474629,0.00031046470445136425,-0.0192129166197174,-0.030582327724265813,-0.018776734093066693,0.039908658129900916,0.19361126922232025,-0.0017065266366769537,-0.0265688791559518,0.0021998864783154665,0.005943445158243142,0.04477002740780694,0.784621750138351,1.0
